Gene ID	Gene Name	SRR1509734	SRR1509741	SRR1509739	SRR1509737	SRR1509730	SRR1509740	SRR1509738	SRR1509733	SRR1509736	SRR1509732	SRR1509731	SRR1509735
ENSG00000145725	PPIP5K2	422	569	768	533	425	788	492	541	483	518	523	557
ENSG00000145730	PAM	1832	1729	2114	1596	1564	2333	1573	2310	1470	1817	1619	2082
ENSG00000145734	BDP1	1026	785	1179	686	769	1202	853	1270	719	1233	1211	1335
ENSG00000145736	GTF2H2	157	118	152	106	111	161	102	172	89	150	121	170
ENSG00000145740	SLC30A5	1430	1460	1762	1237	1117	1909	1127	1813	1020	1416	1216	1674
ENSG00000145741	BTF3	10531	12200	13608	10691	8779	14157	9341	13715	9019	10747	9821	12115
ENSG00000145743	FBXL17	610	648	770	616	501	927	616	785	550	627	575	776
ENSG00000145757	SPATA9	5	7	7	8	6	5	7	6	7	7	6	4
ENSG00000145777	TSLP	2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000145779	TNFAIP8	177	127	176	169	120	206	147	199	140	150	126	183
ENSG00000145780	FEM1C	497	477	585	336	360	606	368	709	384	497	416	738
ENSG00000145781	COMMD10	648	789	890	783	560	942	727	822	693	688	600	855
ENSG00000145782	ATG12	848	878	1000	791	748	1132	718	1026	675	906	841	972
ENSG00000145794	MEGF10	0	0	1	2	0	1	0	1	1	1	0	3
ENSG00000145808	ADAMTS19	1150	963	1233	1184	1024	1320	1258	1541	1198	1211	1099	1392
ENSG00000145817	YIPF5	777	931	1129	632	556	1128	591	990	574	635	588	955
ENSG00000145819	ARHGAP26	109	201	261	97	87	258	110	144	89	143	108	162
ENSG00000145824	CXCL14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145826	LECT2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145832	SLC25A48	2	0	1	0	0	0	1	1	1	1	0	1
ENSG00000145833	DDX46	3655	2580	3082	3158	2935	3490	3091	4463	2846	4009	3553	3826
ENSG00000145835	CDKN2AIPNLP2	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000145839	IL9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145850	TIMD4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145860	RNF145	822	1152	1264	623	599	1403	570	1102	558	756	642	952
ENSG00000145861	C1QTNF2	12	1	7	17	6	3	15	11	9	14	12	12
ENSG00000145863	GABRA6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145864	GABRB2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000145868	FBXO38	576	572	659	424	486	746	490	686	457	642	525	649
ENSG00000145879	SPINK7	0	1	0	0	0	0	0	1	1	0	1	1
ENSG00000145882	PCYOX1L	309	444	549	280	212	611	244	386	276	333	314	393
ENSG00000145888	GLRA1	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000145901	TNIP1	1367	1293	1510	1041	751	1677	1094	1656	1007	1053	870	1379
ENSG00000145907	G3BP1	4157	2952	3936	3617	3860	4181	3533	5121	3157	4518	4292	4543
ENSG00000145908	ZNF300	39	17	33	14	12	31	15	58	21	13	23	39
ENSG00000145911	N4BP3	608	576	725	516	367	705	572	742	573	575	469	716
ENSG00000145912	NHP2	1244	1166	1195	1048	754	1295	1054	1387	975	1048	866	1290
ENSG00000145916	RMND5B	1565	1030	1245	1167	943	1267	1212	2062	1120	1378	1258	1832
ENSG00000145919	BOD1	2465	2953	3133	2034	1613	3528	1901	2644	1754	2164	1779	2755
ENSG00000145920	CPLX2	3	1	7	6	6	8	5	6	2	2	3	1
ENSG00000145934	TENM2	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000145936	KCNMB1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145945	FAM50B	81	107	93	50	46	108	59	103	60	57	57	89
ENSG00000145949	MYLK4	12	8	16	6	11	9	9	22	5	28	12	9
ENSG00000145975	FAM217A	1	0	1	0	0	2	2	1	4	2	3	4
ENSG00000145979	TBC1D7	448	604	667	508	358	685	457	571	412	448	420	556
ENSG00000145982	FARS2	154	141	189	150	115	192	166	183	119	163	116	176
ENSG00000145990	GFOD1	389	297	363	216	212	427	234	489	233	347	304	484
ENSG00000145996	CDKAL1	196	226	271	190	136	277	218	251	171	203	204	257
ENSG00000146001	PCDHB18P	4	4	9	2	1	8	0	9	1	4	2	3
ENSG00000146005	PSD2	13	11	8	4	4	9	5	12	4	7	4	5
ENSG00000146006	LRRTM2	0	0	0	0	0	2	2	1	1	1	0	0
ENSG00000146007	ZMAT2	1552	1579	1906	1377	1192	1884	1232	1909	1221	1505	1372	1674
ENSG00000146013	GFRA3	39	47	52	53	39	87	68	89	56	51	52	87
ENSG00000146021	KLHL3	2	4	6	4	4	10	5	4	4	1	3	2
ENSG00000146038	DCDC2	434	334	428	442	440	456	415	580	377	544	513	503
ENSG00000146039	SLC17A4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146047	H2BC1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146049	KAAG1	3	2	2	4	2	2	5	3	3	6	8	3
ENSG00000146054	TRIM7	47	55	73	42	34	78	47	54	44	51	40	56
ENSG00000146063	TRIM41	786	511	713	505	530	731	615	979	576	779	693	761
ENSG00000146066	HIGD2A	937	841	935	859	624	1010	887	1221	817	879	784	1045
ENSG00000146067	FAM193B	440	260	372	248	227	374	332	614	328	397	356	469
ENSG00000146070	PLA2G7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146072	TNFRSF21	2315	1977	2564	1292	1204	2667	1183	2990	1173	1630	1416	2686
ENSG00000146083	RNF44	973	973	1254	613	558	1457	766	1337	711	912	757	984
ENSG00000146085	MMUT	997	961	1191	1144	888	1326	1165	1317	1054	1028	968	1162
ENSG00000146090	RASGEF1C	27	13	13	14	15	19	13	26	17	29	12	26
ENSG00000146094	DOK3	33	9	14	13	40	16	26	34	22	69	72	34
ENSG00000146109	ABT1	1266	1063	1176	1215	1107	1178	1191	1463	1204	1319	1100	1561
ENSG00000146112	PPP1R18	344	319	382	233	121	386	240	420	231	190	173	350
ENSG00000146122	DAAM2	0	1	0	2	0	2	1	0	0	1	0	1
ENSG00000146143	PRIM2	278	272	297	337	276	383	294	332	319	303	263	304
ENSG00000146147	MLIP	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000146151	HMGCLL1	8	5	10	9	11	12	5	11	9	3	9	5
ENSG00000146166	LGSN	5	20	21	4	4	24	9	11	6	14	2	12
ENSG00000146192	FGD2	1	0	0	0	2	1	1	0	0	0	1	2
ENSG00000146197	SCUBE3	58	33	50	47	29	73	48	82	50	65	32	65
ENSG00000146205	ANO7	29	25	32	22	11	40	11	52	20	15	21	33
ENSG00000146215	CRIP3	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000146216	TTBK1	4	9	8	3	0	7	5	5	3	1	5	3
ENSG00000146221	TCTE1	0	2	1	2	0	1	1	2	1	0	0	1
ENSG00000146223	RPL7L1	3515	2950	3382	3213	2842	3722	2963	4275	2703	3783	3178	3833
ENSG00000146232	NFKBIE	435	294	339	286	325	378	321	495	299	463	331	453
ENSG00000146233	CYP39A1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146242	TPBG	3497	2590	2900	3960	3763	2998	4289	4914	4417	4942	4808	4069
ENSG00000146243	IRAK1BP1	96	134	182	89	45	188	77	89	72	56	56	99
ENSG00000146247	PHIP	1524	1289	1829	1008	964	1919	1180	1961	1090	1532	1392	2012
ENSG00000146250	PRSS35	22	22	25	15	19	27	11	30	13	9	8	18
ENSG00000146263	MMS22L	774	786	896	655	562	1028	684	983	674	835	753	968
ENSG00000146267	FAXC	244	219	303	232	153	318	251	273	216	259	201	273
ENSG00000146276	GABRR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146278	PNRC1	603	1181	1555	551	348	1575	543	777	567	495	481	710
ENSG00000146281	PM20D2	273	404	489	369	292	508	384	341	396	341	323	342
ENSG00000146282	RARS2	1611	1613	1972	1569	1354	2177	1330	2071	1216	1633	1448	1880
ENSG00000146285	SCML4	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000146350	TBC1D32	46	66	90	31	32	81	42	64	45	42	49	58
ENSG00000146352	CLVS2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146360	GPR6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146373	RNF217	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000146374	RSPO3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146376	ARHGAP18	328	663	756	305	213	799	334	393	312	316	253	342
ENSG00000146378	TAAR2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146383	TAAR6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146385	TAAR8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146386	ABRACL	1045	1282	1318	1095	765	1428	991	1212	878	906	784	1092
ENSG00000146399	TAAR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146409	SLC18B1	229	389	442	185	186	537	170	266	172	220	191	279
ENSG00000146410	MTFR2	299	177	186	277	262	215	269	389	245	320	286	362
ENSG00000146411	SLC2A12	11	20	37	7	16	38	12	15	21	15	10	8
ENSG00000146414	SHPRH	204	261	355	169	177	369	212	253	202	251	242	289
ENSG00000146416	AIG1	983	1260	1406	845	638	1637	846	1219	741	821	747	1162
ENSG00000146425	DYNLT1	1825	1789	2067	1652	1337	2061	1599	2266	1471	1625	1471	2044
ENSG00000146426	TIAM2	71	106	141	82	75	135	84	92	72	73	76	72
ENSG00000146433	TMEM181	946	703	882	599	525	1027	623	1201	536	851	747	1107
ENSG00000146453	PNLDC1	0	1	1	0	0	1	0	0	0	0	0	0
ENSG00000146457	WTAP	1163	991	1122	902	919	1246	996	1395	841	1108	1042	1209
ENSG00000146463	ZMYM4	1538	1689	2182	1323	1125	2170	1259	1980	1205	1418	1371	1994
ENSG00000146469	VIP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146476	ARMT1	3568	2486	2720	4130	3455	3123	3879	4515	3739	3817	3788	4341
ENSG00000146477	SLC22A3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146521	LINC01558	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000146530	VWDE	802	1025	1317	602	491	1405	616	1010	552	659	654	860
ENSG00000146535	GNA12	2239	1803	2257	1721	1604	2383	1827	2923	1702	2049	1734	2479
ENSG00000146540	C7orf50	2531	2144	2413	2281	1638	2577	2275	3228	2101	2280	1799	2778
ENSG00000146555	SDK1	812	829	1105	622	535	1233	641	1103	601	840	668	1087
ENSG00000146556	WASH2P	3	5	8	5	6	7	3	10	5	7	7	5
ENSG00000146574	CCZ1B	265	294	301	212	185	366	219	326	208	238	213	272
ENSG00000146576	C7orf26	675	478	663	553	578	625	553	890	517	793	645	773
ENSG00000146587	RBAK	855	600	925	551	603	971	526	1114	448	804	771	940
ENSG00000146592	CREB5	0	0	2	1	0	6	0	0	0	0	1	0
ENSG00000146618	FERD3L	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146648	EGFR	104	62	91	64	54	133	66	128	80	107	83	124
ENSG00000146666	LINC00525	5	4	3	5	10	8	8	8	7	9	7	6
ENSG00000146670	CDCA5	2639	1309	1512	2313	1815	1756	2281	3212	2110	2692	2281	2872
ENSG00000146674	IGFBP3	109	76	84	52	58	82	53	103	35	84	61	80
ENSG00000146676	PURB	2018	1483	2031	1721	1731	2324	1648	2638	1509	2498	2111	2748
ENSG00000146677	RPL32P18	2300	2676	3067	2044	1806	2983	2122	2837	1838	2007	1799	2632
ENSG00000146678	IGFBP1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000146700	SSC4D	28	14	28	16	21	31	33	43	19	27	22	32
ENSG00000146701	MDH2	7915	6746	7838	6877	5595	8590	6697	10475	6297	7356	6173	8652
ENSG00000146707	POMZP3	8	14	6	6	11	15	10	16	5	11	10	8
ENSG00000146722		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146729	NIPSNAP2	1328	1323	1607	1289	1123	1779	1245	1649	1182	1333	1228	1644
ENSG00000146731	CCT6A	8402	5795	6819	7399	7366	7692	6746	10472	6080	9213	8038	9381
ENSG00000146733	PSPH	491	1025	1191	386	303	1191	403	541	336	347	291	576
ENSG00000146755	TRIM50	1	0	0	0	0	2	0	0	0	0	0	0
ENSG00000146757	ZNF92	396	291	349	322	335	388	330	473	306	435	391	504
ENSG00000146776	ATXN7L1	116	69	91	86	51	101	73	132	59	81	88	130
ENSG00000146802	TMEM168	479	561	685	467	534	787	481	616	416	738	648	567
ENSG00000146809	ASB15	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000146826	TRAPPC14	300	180	277	204	221	303	232	418	251	323	302	392
ENSG00000146828	SLC12A9	647	479	623	473	325	715	559	820	500	526	470	661
ENSG00000146830	GIGYF1	1210	635	987	619	632	1028	820	1730	893	1124	1089	1191
ENSG00000146833	TRIM4	323	383	440	261	281	484	313	417	299	370	372	375
ENSG00000146834	MEPCE	2112	1293	1576	1653	1600	1811	1723	2445	1565	2355	1857	2064
ENSG00000146839	ZAN	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146842	TMEM209	459	494	543	378	378	610	321	551	334	468	444	533
ENSG00000146856	AGBL3	18	5	4	9	6	8	7	8	4	7	7	6
ENSG00000146857	STRA8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146858	ZC3HAV1L	81	66	75	47	65	82	67	132	59	64	76	140
ENSG00000146859	TMEM140	103	77	90	59	79	99	70	129	63	119	109	118
ENSG00000146872	TLK2	2016	1963	2434	1635	1366	2630	1586	2547	1340	1724	1629	2255
ENSG00000146904	EPHA1	255	332	356	297	174	382	310	391	274	262	236	360
ENSG00000146909	NOM1	785	535	692	574	609	745	588	962	526	837	796	778
ENSG00000146910	CNPY1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146918	NCAPG2	3175	1690	2052	2718	2497	2347	2849	3983	2532	3292	3007	3545
ENSG00000146926	ASB10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146938	NLGN4X	130	157	170	114	110	225	103	145	88	126	123	134
ENSG00000146950	SHROOM2	973	681	948	872	737	967	839	1369	909	1007	901	1101
ENSG00000146955	RAB19	10	11	12	8	3	12	4	7	8	8	6	7
ENSG00000146963	LUC7L2	596	511	610	546	446	674	525	759	489	587	566	695
ENSG00000146966	DENND2A	0	0	2	3	1	3	0	1	1	2	1	1
ENSG00000147003	CLTRN	16	29	31	18	14	41	8	26	13	16	15	31
ENSG00000147010	SH3KBP1	830	1265	1604	705	512	1730	709	1047	609	803	648	947
ENSG00000147027	TMEM47	1	1	1	1	0	7	0	0	0	1	1	1
ENSG00000147036	LANCL3	1	0	0	1	0	0	0	0	0	2	0	0
ENSG00000147041	SYTL5	276	154	154	186	240	158	177	364	168	321	255	343
ENSG00000147044	CASK	2268	2237	2867	2053	1743	3108	2077	3033	2006	2379	2043	2712
ENSG00000147050	KDM6A	705	595	757	442	492	818	562	800	477	655	620	751
ENSG00000147059	SPIN2A	0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000147065	MSN	0	0	3	0	0	0	0	1	0	1	1	2
ENSG00000147081	AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147082	CCNB3	6	3	6	5	5	4	6	7	5	9	10	8
ENSG00000147099	HDAC8	106	127	123	109	87	181	71	114	79	87	73	111
ENSG00000147100	SLC16A2	1041	926	1171	988	762	1237	1029	1387	954	1051	911	1304
ENSG00000147113	DIPK2B	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000147117	ZNF157	7	1	2	0	0	2	2	5	0	0	0	6
ENSG00000147118	ZNF182	99	103	163	52	46	154	66	140	80	54	59	133
ENSG00000147119	CHST7	55	57	51	46	44	43	69	71	48	74	56	68
ENSG00000147121	KRBOX4	133	139	154	101	77	164	97	157	82	99	115	143
ENSG00000147123	NDUFB11	1635	1621	2027	1544	1136	1969	1578	2154	1514	1568	1324	1899
ENSG00000147124	ZNF41	604	416	555	337	396	580	373	676	351	535	435	688
ENSG00000147127	RAB41	1	1	0	2	1	6	1	4	3	2	7	0
ENSG00000147130	ZMYM3	932	778	1067	750	497	1114	829	1179	740	616	617	1000
ENSG00000147133	TAF1	1413	1159	1549	913	932	1693	970	1769	954	1320	1187	1694
ENSG00000147138	GPR174	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147140	NONO	9658	8058	9682	8179	6876	10468	8122	11644	7482	8951	7910	10334
ENSG00000147144	CCDC120	486	379	491	435	295	519	446	672	400	456	401	587
ENSG00000147145	LPAR4	0	0	0	1	4	1	2	5	4	4	4	0
ENSG00000147155	EBP	2056	1238	1388	2186	1502	1541	2081	2509	2018	2051	1787	2298
ENSG00000147160	AWAT2	2	1	4	1	0	0	0	0	2	1	1	5
ENSG00000147162	OGT	2882	1968	2692	1468	1397	3239	1804	3931	1779	2169	2446	3281
ENSG00000147164	SNX12	1733	1634	1892	1443	1189	2020	1507	2114	1336	1500	1335	1953
ENSG00000147166	ITGB1BP2	4	5	2	2	3	7	1	3	4	3	5	3
ENSG00000147168	IL2RG	11	3	7	2	5	5	7	7	3	8	5	4
ENSG00000147174	GCNA	15	24	35	21	11	32	20	19	14	17	31	11
ENSG00000147180	ZNF711	224	230	301	174	176	274	190	265	191	224	217	246
ENSG00000147183	CPXCR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147202	DIAPH2	649	792	1079	565	493	1100	557	812	546	732	629	908
ENSG00000147206	NXF3	1	0	0	1	0	3	0	0	0	0	1	0
ENSG00000147223	RIPPLY1	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000147224	PRPS1	2614	2170	2472	1994	2158	2721	2079	3203	1837	2696	2316	2879
ENSG00000147231	RADX	27	36	45	24	15	52	22	32	24	20	23	19
ENSG00000147234	FRMPD3	20	26	28	27	23	32	50	35	36	26	35	25
ENSG00000147246	HTR2C	3	4	1	2	0	4	1	0	0	3	2	3
ENSG00000147251	DOCK11	84	143	182	61	57	200	62	99	69	72	62	92
ENSG00000147255	IGSF1	212	179	221	138	120	235	144	279	147	154	168	227
ENSG00000147256	ARHGAP36	6	6	3	11	9	3	6	14	15	11	13	13
ENSG00000147257	GPC3	8	5	8	4	9	13	7	10	7	12	5	9
ENSG00000147262	GPR119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147274	RBMX	4132	3232	3919	3871	4262	4371	3923	5289	3615	5573	5304	4450
ENSG00000147316	MCPH1	530	403	496	365	353	551	326	635	285	497	416	639
ENSG00000147324	MFHAS1	954	765	1050	730	663	1123	769	1278	695	959	801	1151
ENSG00000147364	FBXO25	315	334	416	188	184	459	218	341	180	259	220	306
ENSG00000147378	FATE1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147381	MAGEA4	0	0	0	1	1	0	1	0	2	1	0	0
ENSG00000147383	NSDHL	1619	1141	1312	1678	1324	1334	1599	2001	1420	1708	1503	1620
ENSG00000147394	ZNF185	309	308	319	241	187	379	266	378	269	270	231	317
ENSG00000147400	CETN2	1973	2119	2200	1817	1391	2412	1764	2447	1573	1851	1580	2041
ENSG00000147403	RPL10	10765	13227	15159	9883	8076	15571	9484	14302	9266	11071	9157	13568
ENSG00000147408	CSGALNACT1	20	12	9	18	20	15	16	28	15	23	26	17
ENSG00000147416	ATP6V1B2	909	757	887	670	621	1036	701	1097	607	810	776	1018
ENSG00000147419	CCDC25	933	943	1158	789	717	1175	751	1127	694	887	777	958
ENSG00000147421	HMBOX1	123	167	254	86	81	233	85	179	97	117	128	161
ENSG00000147432	CHRNB3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147434	CHRNA6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147437	GNRH1	4	1	3	2	5	3	6	5	4	7	5	2
ENSG00000147439	BIN3	234	157	208	197	164	174	196	305	186	252	213	284
ENSG00000147443	DOK2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147454	SLC25A37	593	441	597	365	405	594	424	765	422	497	463	698
ENSG00000147457	CHMP7	891	664	859	772	723	879	749	1174	698	908	820	1001
ENSG00000147459	DOCK5	899	600	916	620	581	1002	679	1155	627	868	815	1138
ENSG00000147465	STAR	2	0	2	0	0	0	1	0	0	0	1	0
ENSG00000147471	PLPBP	530	592	741	500	397	763	556	676	526	522	515	625
ENSG00000147475	ERLIN2	956	1015	1248	879	798	1392	880	1308	857	977	900	1141
ENSG00000147481	SNTG1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147485	PXDNL	3	4	2	1	2	2	0	4	2	0	1	1
ENSG00000147488	ST18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147509	RGS20	18	15	16	8	9	21	5	15	5	10	12	24
ENSG00000147526	TACC1	1781	1094	1451	1367	1413	1577	1556	2285	1355	2218	1924	2014
ENSG00000147533	GOLGA7	867	1013	1180	737	640	1211	784	1071	756	775	709	1026
ENSG00000147535	PLPP5	522	546	640	341	363	711	386	730	378	457	483	644
ENSG00000147536	GINS4	368	176	200	261	229	211	246	390	252	318	280	343
ENSG00000147548	NSD3	1298	1200	1712	970	818	1675	1008	1501	872	1256	1069	1603
ENSG00000147570	DNAJC5B	0	0	0	2	2	2	0	2	0	1	1	0
ENSG00000147571	CRH	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147573	TRIM55	3	2	4	2	2	2	0	3	1	5	1	5
ENSG00000147576	ADHFE1	1	1	1	1	0	3	2	2	1	0	4	2
ENSG00000147586	MRPS28	82	57	68	72	53	71	85	100	76	82	64	79
ENSG00000147588	PMP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147592	LACTB2	361	435	505	380	382	503	379	471	301	396	382	432
ENSG00000147596	PRDM14	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000147601	TERF1	145	153	210	151	121	204	157	180	134	166	163	199
ENSG00000147604	RPL7	3606	3989	4593	3338	2794	4713	3276	4174	2920	3233	2952	3953
ENSG00000147606	SLC26A7	1	0	0	1	2	0	1	3	0	2	2	3
ENSG00000147613	PSKH2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000147614	ATP6V0D2	12	19	31	10	7	33	5	9	4	18	11	13
ENSG00000147642	SYBU	218	374	468	128	135	463	156	340	143	176	128	285
ENSG00000147647	DPYS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147649	MTDH	8253	8824	10668	6450	5855	11061	6439	10362	5872	7480	6515	10019
ENSG00000147650	LRP12	263	294	347	172	204	426	171	335	150	270	253	294
ENSG00000147654	EBAG9	1617	1949	2224	1384	1334	2339	1267	2031	1148	1701	1544	1873
ENSG00000147655	RSPO2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147669	POLR2K	2854	2733	3039	2825	2620	3205	2687	3209	2591	2996	2684	3111
ENSG00000147676	MAL2	8852	11490	13168	9181	7657	15362	8488	11728	7964	9361	8334	10812
ENSG00000147677	EIF3H	8770	10619	12141	8233	6847	12909	7669	11388	7039	8291	7343	10091
ENSG00000147679	UTP23	863	887	1045	902	1020	1048	893	1168	791	1184	1028	1130
ENSG00000147684	NDUFB9	5176	5536	5585	5136	3521	6184	4896	6255	4453	4386	3871	5384
ENSG00000147687	TATDN1	2038	2591	2932	2039	1769	3159	1848	2519	1634	2204	1906	2342
ENSG00000147689	FAM83A	75	123	205	124	86	190	141	112	103	96	98	108
ENSG00000147697	GSDMC	8	9	4	4	3	10	1	3	4	7	3	12
ENSG00000147724	FAM135B	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000147753	TTTY7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147761	TTTY7B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147789	ZNF7	686	587	732	439	491	815	448	828	434	614	599	689
ENSG00000147799	ARHGAP39	864	537	721	590	502	793	687	1175	659	807	760	1031
ENSG00000147804	SLC39A4	305	265	323	246	201	356	257	495	254	267	212	353
ENSG00000147813	NAPRT	85	23	42	38	50	52	60	118	67	88	140	78
ENSG00000147852	VLDLR	181	195	271	108	102	235	126	221	100	116	84	223
ENSG00000147853	AK3	791	849	986	695	611	1156	614	983	627	726	619	866
ENSG00000147854	UHRF2	205	223	289	171	137	268	137	249	185	204	184	249
ENSG00000147862	NFIB	781	694	954	679	575	1058	708	1165	605	885	899	1087
ENSG00000147869	CER1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147872	PLIN2	180	323	337	102	80	420	131	234	72	106	86	191
ENSG00000147873	IFNA5	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000147874	HAUS6	750	601	727	577	561	827	536	896	534	753	670	870
ENSG00000147883	CDKN2B	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000147885	IFNA16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147889	CDKN2A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147894	C9orf72	168	234	276	115	96	286	126	208	123	131	104	216
ENSG00000147896	IFNK	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147905	ZCCHC7	383	572	664	288	230	699	282	435	244	275	261	458
ENSG00000147912	FBXO10	110	112	173	85	85	130	109	161	92	111	110	131
ENSG00000147955	SIGMAR1	1092	1030	1202	828	712	1345	927	1495	860	1001	909	1279
ENSG00000147996	CBWD5	38	21	34	30	44	40	31	48	39	37	40	30
ENSG00000148019	CEP78	1119	839	1036	1077	938	1092	1022	1396	909	1214	1107	1295
ENSG00000148053	NTRK2	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000148057	IDNK	53	57	71	55	21	103	53	64	49	45	33	61
ENSG00000148082	SHC3	30	37	55	23	17	42	25	22	22	33	33	41
ENSG00000148090	AUH	189	209	264	177	151	264	173	209	174	167	161	175
ENSG00000148110	MFSD14B	2122	2037	2352	1888	1521	2544	1885	2564	1731	1984	1687	2372
ENSG00000148120	AOPEP	382	233	292	239	299	299	288	486	272	423	405	405
ENSG00000148123	PLPPR1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000148136	OR13C4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148143	ZNF462	147	188	247	87	40	238	85	166	97	108	84	140
ENSG00000148153	INIP	921	808	1034	945	888	1092	876	1173	761	1118	1012	1129
ENSG00000148154	UGCG	805	1116	1315	895	797	1450	832	1111	803	999	865	1024
ENSG00000148156	ACTL7B	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000148158	SNX30	544	537	678	460	357	743	448	692	417	589	477	712
ENSG00000148175	STOM	1260	1388	1587	1015	904	1695	873	1453	775	1262	977	1442
ENSG00000148180	GSN	1616	1822	2139	1277	961	2238	1328	2094	1164	1425	1111	1828
ENSG00000148187	MRRF	890	863	1003	759	696	1039	785	1095	676	877	718	1001
ENSG00000148200	NR6A1	82	92	118	61	49	131	79	97	73	68	79	100
ENSG00000148204	CRB2	7	0	2	2	1	2	1	6	1	2	4	0
ENSG00000148215	OR5C1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148218	ALAD	794	727	919	629	529	927	714	933	652	676	631	843
ENSG00000148219	ASTN2	520	478	640	510	374	721	513	668	486	467	458	627
ENSG00000148225	WDR31	83	109	185	66	56	164	63	137	57	66	77	121
ENSG00000148229	POLE3	4061	2927	3382	3701	3540	3872	3736	5051	3298	4682	3827	4931
ENSG00000148248	SURF4	8369	6516	7845	6696	5473	8397	6670	10680	6130	7264	6454	9821
ENSG00000148288	GBGT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148290	SURF1	791	902	917	674	517	1078	752	867	652	697	567	815
ENSG00000148291	SURF2	683	544	631	528	464	589	562	785	540	638	497	691
