Gene ID	Gene Name	ERR2200171	ERR2200172	ERR2200162	ERR2200168	ERR2200175	ERR2200166	ERR2200167	ERR2200169	ERR2200173	ERR2200170	ERR2200164	ERR2200176	ERR2200163	ERR2200174	ERR2200165
ENSG00000101425	BPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101435	CST9L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101438	SLC32A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101439	CST3	576	1536	777	641	971	677	717	916	620	456	883	1232	478	412	470
ENSG00000101440	ASIP	2	0	3	3	0	0	0	2	0	2	0	24	2	2	4
ENSG00000101441	CST4	1	0	0	0	0	1	0	0	0	0	0	0	2	1	3
ENSG00000101442	ACTR5	63	51	77	49	166	54	83	47	60	60	89	201	55	60	49
ENSG00000101443	WFDC2	2	0	5	3	0	4	1	1	0	3	3	3	2	4	0
ENSG00000101444	AHCY	1356	1307	1525	1303	2820	1150	1619	1592	1394	1429	1661	2305	1009	1286	1042
ENSG00000101445	PPP1R16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101446	SPINT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101447	FAM83D	115	133	209	136	1021	167	191	138	104	111	207	755	119	391	149
ENSG00000101448	EPPIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101452	DHX35	106	107	99	72	219	90	167	95	90	83	135	276	61	93	52
ENSG00000101457	DNTTIP1	58	62	35	35	26	26	35	36	35	39	30	57	16	42	28
ENSG00000101460	MAP1LC3A	2	0	0	1	1	1	0	3	1	0	2	5	0	1	4
ENSG00000101463	SYNDIG1	7	14	19	4	5	5	4	9	2	4	40	1	12	5	2
ENSG00000101464	PIGU	156	222	113	133	400	87	97	268	141	136	89	318	69	133	90
ENSG00000101470	TNNC2	0	1	0	0	0	3	0	0	0	2	1	5	1	1	3
ENSG00000101473	ACOT8	136	185	186	109	258	101	183	129	153	116	226	207	129	93	102
ENSG00000101474	APMAP	795	441	963	589	1013	724	1055	427	849	638	1263	1626	613	608	709
ENSG00000101489	CELF4	1	1	0	1	0	0	0	0	0	0	0	2	0	0	2
ENSG00000101493	ZNF516	86	45	94	75	137	54	55	82	100	54	76	135	42	69	51
ENSG00000101542	CDH20	0	0	0	1	0	0	0	0	0	1	5	0	1	0	1
ENSG00000101544	ADNP2	404	478	492	279	900	347	563	391	338	296	464	902	291	369	256
ENSG00000101546	RBFA	98	98	108	75	267	71	128	86	100	95	117	220	90	85	79
ENSG00000101557	USP14	253	51	349	170	327	182	252	127	251	140	266	510	127	183	153
ENSG00000101558	VAPA	962	705	941	842	1965	706	1013	709	939	870	1079	1858	623	868	624
ENSG00000101574	METTL4	55	17	28	52	80	41	56	36	40	49	49	161	33	61	42
ENSG00000101577	LPIN2	81	130	167	88	151	124	145	110	93	114	176	206	115	82	92
ENSG00000101596	SMCHD1	598	173	899	487	1104	627	1007	290	588	472	1038	1731	644	610	552
ENSG00000101605	MYOM1	2	0	0	1	0	2	0	0	3	4	2	10	1	0	0
ENSG00000101608	MYL12A	3197	1222	2888	3051	5502	2591	4401	1746	3795	3343	4497	3370	2421	2204	2236
ENSG00000101624	CEP76	76	20	105	47	167	79	146	40	89	61	143	239	59	75	77
ENSG00000101638	ST8SIA5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000101639	CEP192	412	257	470	311	1012	312	506	355	435	370	560	1062	306	462	334
ENSG00000101654	RNMT	337	299	374	271	509	270	436	220	336	254	384	881	237	257	211
ENSG00000101665	SMAD7	246	238	266	188	367	197	261	166	205	173	312	411	181	166	140
ENSG00000101670	LIPG	0	0	3	1	0	3	0	0	1	0	5	0	2	0	6
ENSG00000101680	LAMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101695	RNF125	5	2	20	8	22	18	18	8	17	13	24	41	11	12	25
ENSG00000101745	ANKRD12	539	169	690	483	692	486	770	321	593	504	723	1276	445	444	416
ENSG00000101746	NOL4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101751	POLI	185	41	173	111	227	148	205	98	186	155	240	187	117	134	124
ENSG00000101752	MIB1	963	314	1147	748	1318	1000	1412	336	1192	896	1559	2053	944	769	743
ENSG00000101773	RBBP8	379	163	459	352	1142	418	824	304	464	420	662	1147	315	470	325
ENSG00000101782	RIOK3	390	275	464	350	739	386	640	260	471	390	645	768	376	262	354
ENSG00000101811	CSTF2	233	220	171	235	619	132	129	238	215	179	180	634	113	235	119
ENSG00000101812	H2BW2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ENSG00000101825	MXRA5	5	6	1	2	0	1	0	2	3	1	15	0	1	0	0
ENSG00000101842	VSIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101843	PSMD10	296	186	264	297	672	212	427	234	364	309	338	545	160	250	163
ENSG00000101844	ATG4A	173	81	200	182	351	136	228	146	248	196	235	297	142	149	149
ENSG00000101846	STS	399	639	362	316	396	231	277	340	479	257	373	314	221	194	182
ENSG00000101849	TBL1X	377	477	591	329	742	385	404	445	347	327	471	1018	350	404	269
ENSG00000101850	GPR143	8	5	21	9	10	7	18	5	13	6	10	25	8	8	9
ENSG00000101856	PGRMC1	603	233	577	493	1456	515	740	307	591	512	748	1316	460	675	401
ENSG00000101868	POLA1	249	192	285	222	995	230	358	266	268	217	387	1212	192	410	194
ENSG00000101871	MID1	32	78	70	21	67	28	21	35	44	19	94	80	35	35	22
ENSG00000101882	NKAP	59	24	62	52	87	60	109	35	69	51	109	241	45	58	74
ENSG00000101883	RHOXF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101888	NXT2	85	9	48	65	163	67	111	32	65	86	98	128	55	66	65
ENSG00000101890	GUCY2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101892	ATP1B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101898	MCTS2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101901	ALG13	418	606	269	381	646	209	404	458	377	416	353	704	207	308	169
ENSG00000101911	PRPS2	77	59	93	90	182	75	135	57	101	74	131	293	56	155	71
ENSG00000101916	TLR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101928	MOSPD1	217	51	192	193	301	149	282	114	239	268	260	360	169	143	116
ENSG00000101935	AMMECR1	351	268	405	363	756	217	266	271	349	338	480	947	237	337	184
ENSG00000101938	CHRDL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101940	WDR13	366	351	484	339	753	343	597	380	463	339	545	568	350	284	256
ENSG00000101945	SUV39H1	81	97	98	91	279	91	138	91	65	77	107	293	82	165	75
ENSG00000101951	PAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101955	SRPX	7	2	1	4	5	0	0	0	3	4	4	1	3	4	6
ENSG00000101958	GLRA2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000101966	XIAP	758	248	811	658	888	756	1119	359	855	642	1223	2133	659	625	666
ENSG00000101972	STAG2	1324	442	1592	1130	1933	1212	1849	542	1506	1226	2231	3201	1155	1135	1015
ENSG00000101974	ATP11C	805	220	934	528	1150	740	1014	335	822	605	1270	1575	721	558	653
ENSG00000101977	MCF2	1	3	4	1	0	1	0	0	0	3	6	8	0	2	3
ENSG00000101981	F9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101986	ABCD1	937	1509	974	709	1331	605	610	986	928	555	949	1292	724	577	504
ENSG00000101997	CCDC22	187	289	212	201	451	160	231	260	247	203	232	384	150	189	134
ENSG00000102001	CACNA1F	5	3	6	2	12	1	4	2	4	7	9	3	3	2	4
ENSG00000102003	SYP	16	15	18	7	28	22	37	6	21	12	17	16	14	13	17
ENSG00000102007	PLP2	688	1994	808	581	1743	640	885	1120	754	540	968	966	633	835	498
ENSG00000102010	BMX	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000102021	LUZP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102024	PLS3	983	374	741	900	1283	497	894	718	1283	1084	1041	1574	528	558	389
ENSG00000102030	NAA10	221	89	213	205	299	222	361	107	244	158	368	422	226	196	155
ENSG00000102032	RENBP	32	37	98	28	53	68	62	26	30	32	111	57	65	20	77
ENSG00000102034	ELF4	319	630	702	247	546	428	728	394	280	241	798	751	489	293	384
ENSG00000102038	SMARCA1	12	0	17	7	37	19	12	4	41	17	27	59	11	9	5
ENSG00000102043	MTMR8	0	0	1	1	5	1	0	3	0	3	0	7	3	1	3
ENSG00000102048	ASB9	6	3	6	18	8	8	15	7	10	29	8	21	2	1	8
ENSG00000102053	ZC3H12B	1	3	0	1	2	1	0	2	3	0	1	3	2	3	4
ENSG00000102054	RBBP7	697	366	601	557	1308	433	708	521	736	597	782	1570	449	843	392
ENSG00000102055	PPP1R2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102057	KCND1	7	16	4	4	3	13	15	5	5	4	7	2	5	0	9
ENSG00000102076	OPN1LW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102078	SLC25A14	74	52	98	58	133	86	125	50	94	82	110	195	58	80	56
ENSG00000102081	FMR1	268	67	400	231	312	291	403	103	284	197	456	608	272	211	205
ENSG00000102096	PIM2	104	170	91	123	235	96	149	189	119	99	103	211	112	99	66
ENSG00000102098	SCML2	89	69	71	71	234	74	125	62	80	60	95	193	43	100	61
ENSG00000102100	SLC35A2	292	360	306	316	593	268	409	290	296	263	404	404	249	269	235
ENSG00000102103	PQBP1	321	268	282	371	799	313	303	327	429	328	377	589	304	374	231
ENSG00000102104	RS1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSG00000102109	PCSK1N	102	229	80	66	114	77	31	122	50	50	101	122	50	63	31
ENSG00000102119	EMD	212	292	179	206	191	181	158	232	180	123	217	222	114	178	108
ENSG00000102125	TAZ	77	31	135	73	227	100	90	55	78	73	168	235	89	77	69
ENSG00000102128	RAB40AL	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102144	PGK1	1629	832	1552	1556	3374	1263	2263	1078	1887	1606	2427	3224	1190	1553	1182
ENSG00000102145	GATA1	0	0	0	0	1	1	0	0	1	0	0	12	3	0	0
ENSG00000102158	MAGT1	390	139	434	363	700	284	458	197	426	351	556	848	337	377	251
ENSG00000102172	SMS	563	465	643	496	1021	449	747	499	573	545	893	1226	467	493	378
ENSG00000102174	PHEX	15	14	28	14	21	11	17	17	20	10	24	13	24	9	21
ENSG00000102178	UBL4A	361	437	448	269	1067	274	354	281	323	247	528	914	313	481	228
ENSG00000102181	CD99L2	140	183	147	113	200	91	197	101	162	112	165	282	120	107	70
ENSG00000102189	EEA1	433	145	560	320	340	432	574	150	378	286	525	898	364	294	328
ENSG00000102195	GPR50	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2
ENSG00000102218	RP2	146	51	162	102	233	143	236	109	154	150	221	257	126	119	108
ENSG00000102221	JADE3	268	306	546	186	297	308	446	242	251	180	543	507	308	219	317
ENSG00000102225	CDK16	735	1370	1101	700	1255	704	1011	1018	751	631	1278	1344	856	732	616
ENSG00000102226	USP11	304	382	305	262	308	138	297	246	353	238	302	496	156	238	178
ENSG00000102230	PCYT1B	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000102239	BRS3	3	0	0	0	0	2	0	0	1	2	0	3	0	1	1
ENSG00000102241	HTATSF1	532	239	568	450	768	411	753	213	621	474	816	2716	391	582	382
ENSG00000102243	VGLL1	17	22	2	3	1	1	0	11	13	1	1	2	0	2	0
ENSG00000102245	CD40LG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000102265	TIMP1	311	734	287	266	411	165	305	510	289	231	265	419	163	226	125
ENSG00000102271	KLHL4	0	0	1	0	0	2	0	0	0	1	0	0	0	0	2
ENSG00000102287	GABRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102290	PCDH11X	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102302	FGD1	23	28	19	26	52	24	51	19	24	20	31	74	14	29	24
ENSG00000102309	PIN4	51	6	25	47	62	41	50	10	59	56	42	102	28	33	24
ENSG00000102312	PORCN	18	36	42	26	52	37	24	38	24	28	29	60	18	27	24
ENSG00000102313	ITIH6	1	8	2	1	2	3	0	1	2	5	5	4	0	1	1
ENSG00000102316	MAGED2	647	595	562	569	1030	303	580	516	659	533	676	1240	357	448	297
ENSG00000102317	RBM3	1012	211	1384	1094	1539	1386	2172	383	1141	1148	2188	2463	1109	868	1214
ENSG00000102349	KLF8	43	54	84	39	54	35	65	34	48	25	80	73	51	37	36
ENSG00000102359	SRPX2	0	4	0	1	10	0	0	0	1	0	0	2	1	0	0
ENSG00000102362	SYTL4	24	7	5	27	65	2	4	8	15	12	5	47	7	10	3
ENSG00000102383	ZDHHC15	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000102384	CENPI	47	55	91	56	325	75	158	51	59	85	98	409	52	201	66
ENSG00000102385	DRP2	1	0	2	0	1	1	0	7	2	0	0	19	1	2	1
ENSG00000102387	TAF7L	0	1	2	2	0	0	0	0	0	1	0	0	1	0	1
ENSG00000102390	PBDC1	66	54	63	73	119	76	87	67	67	70	72	210	58	71	46
ENSG00000102393	GLA	211	172	240	264	686	254	369	200	249	281	326	412	216	274	200
ENSG00000102401	ARMCX3	283	46	228	223	224	172	264	63	323	265	351	529	161	147	128
ENSG00000102409	BEX4	36	0	45	33	28	20	27	3	46	31	46	49	32	20	11
ENSG00000102445	RUBCNL	2	0	0	0	3	0	3	1	1	1	5	0	0	1	0
ENSG00000102452	NALCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102466	FGF14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000102468	HTR2A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102471	NDFIP2	230	77	224	199	327	189	306	118	203	196	293	394	199	196	152
ENSG00000102524	TNFSF13B	0	2	0	2	3	4	3	1	2	2	0	0	1	0	3
ENSG00000102531	FNDC3A	341	252	359	314	510	252	364	292	351	266	497	612	281	279	217
ENSG00000102539	MLNR	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000102543	CDADC1	8	4	9	10	21	10	8	8	13	10	20	35	17	13	14
ENSG00000102547	CAB39L	67	45	47	71	76	55	73	49	83	58	91	91	39	47	50
ENSG00000102554	KLF5	50	160	57	38	59	44	52	108	67	47	65	69	57	25	39
ENSG00000102572	STK24	267	428	345	202	483	236	439	270	228	219	405	655	262	212	221
ENSG00000102575	ACP5	11	15	10	12	19	9	31	14	24	18	10	43	9	9	4
ENSG00000102580	DNAJC3	392	167	461	298	656	453	669	215	407	313	770	814	403	334	403
ENSG00000102595	UGGT2	117	9	139	98	176	120	194	57	146	115	194	375	110	85	102
ENSG00000102606	ARHGEF7	237	293	273	187	186	195	270	194	247	159	249	386	163	155	151
ENSG00000102678	FGF9	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ENSG00000102683	SGCG	3	7	25	2	5	13	36	2	5	4	21	24	28	3	7
ENSG00000102699	PARP4	938	1103	1012	736	1525	625	931	818	1011	786	1197	1716	662	794	547
ENSG00000102710	SUPT20H	673	804	761	521	1046	533	717	681	615	533	860	985	465	531	470
ENSG00000102738	MRPS31	142	82	136	142	390	112	232	148	144	165	274	292	102	148	127
ENSG00000102743	SLC25A15	169	189	261	143	519	184	290	141	182	142	296	562	165	224	205
ENSG00000102753	KPNA3	198	140	295	161	296	214	210	127	183	170	237	302	164	174	169
ENSG00000102755	FLT1	3	1	10	1	7	2	3	5	6	1	16	2	8	3	8
ENSG00000102760	RGCC	2	0	4	1	11	2	3	1	0	2	7	0	4	1	1
ENSG00000102763	VWA8	181	249	317	162	441	180	226	205	239	149	313	544	200	146	135
ENSG00000102780	DGKH	566	305	849	394	748	622	935	333	499	416	821	1360	448	478	493
ENSG00000102781	KATNAL1	146	137	159	104	272	115	173	112	133	103	255	310	120	156	117
ENSG00000102786	INTS6	477	206	611	412	650	568	813	304	497	387	793	948	461	373	439
ENSG00000102794	ACOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102796	DHRS12	18	27	35	21	12	16	24	17	29	14	21	38	10	17	18
ENSG00000102802	MEDAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102804	TSC22D1	893	1048	1003	741	1366	821	1140	828	928	766	1289	1119	800	711	606
ENSG00000102805	CLN5	69	32	67	56	119	85	75	33	64	65	94	135	49	60	46
ENSG00000102837	OLFM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102854	MSLN	6	1	3	3	7	0	2	0	11	2	2	10	8	2	0
ENSG00000102858	MGRN1	328	712	433	240	403	290	278	424	313	193	381	589	258	246	213
ENSG00000102870	ZNF629	697	1126	846	558	1270	601	676	825	700	486	985	1686	621	548	470
ENSG00000102871	TRADD	126	28	160	107	200	140	146	50	104	95	169	349	94	99	87
ENSG00000102878	HSF4	20	16	28	34	37	26	49	16	12	10	46	69	39	15	37
ENSG00000102879	CORO1A	27	13	31	36	120	30	56	14	26	27	20	96	21	27	24
ENSG00000102882	MAPK3	499	1044	330	372	676	251	277	614	474	361	378	714	232	382	196
ENSG00000102886	GDPD3	34	59	28	18	80	15	21	19	52	29	42	55	22	31	20
ENSG00000102890	ELMO3	193	214	174	134	235	124	217	173	172	151	202	418	142	151	110
ENSG00000102891	MT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102893	PHKB	206	229	197	166	299	150	243	169	196	209	278	356	132	185	143
ENSG00000102897	LYRM1	183	130	164	222	280	201	289	167	162	197	260	303	128	126	130
ENSG00000102898	NUTF2	875	1303	983	920	1900	707	1102	1173	956	887	1056	991	653	819	639
ENSG00000102900	NUP93	321	321	429	307	1028	284	451	304	321	304	460	805	286	416	280
ENSG00000102901	CENPT	165	248	162	150	277	136	234	140	161	128	193	458	105	151	112
ENSG00000102904	TSNAXIP1	4	0	7	11	9	7	16	4	8	2	7	14	2	1	6
ENSG00000102908	NFAT5	319	321	531	290	341	367	482	383	339	238	363	443	252	202	264
ENSG00000102910	LONP2	650	395	572	527	837	495	675	499	609	539	804	1437	449	521	410
ENSG00000102921	N4BP1	301	279	328	193	463	245	277	252	242	219	308	483	258	204	205
ENSG00000102924	CBLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102931	ARL2BP	26	0	29	30	23	40	8	0	41	29	45	38	28	26	27
ENSG00000102934	PLLP	20	57	34	22	42	14	18	19	25	20	32	21	28	14	24
ENSG00000102935	ZNF423	2	0	4	1	0	3	0	0	3	0	6	0	0	0	1
ENSG00000102962	CCL22	2	15	4	3	5	7	3	11	8	12	16	1	1	9	3
ENSG00000102967	DHODH	152	68	149	127	387	127	138	99	190	118	174	375	91	170	96
ENSG00000102970	CCL17	0	1	0	1	0	0	3	2	1	0	0	0	0	5	0
ENSG00000102974	CTCF	476	580	551	403	703	371	412	497	495	391	531	1221	331	475	307
ENSG00000102977	ACD	73	238	92	87	302	74	158	112	122	96	122	178	81	127	71
ENSG00000102978	POLR2C	391	533	468	387	1112	332	681	569	487	377	665	762	352	448	370
ENSG00000102981	PARD6A	45	58	61	42	116	47	63	39	40	28	68	71	35	43	54
ENSG00000102984	ZNF821	35	37	58	36	54	37	58	32	40	51	52	120	30	42	34
ENSG00000102996	MMP15	153	252	249	122	313	171	179	174	210	106	243	287	172	122	132
ENSG00000103005	USB1	93	119	132	69	113	72	73	106	85	82	163	171	71	100	52
ENSG00000103018	CYB5B	530	333	502	469	1328	428	770	463	607	525	615	1017	393	573	371
ENSG00000103021	CCDC113	22	40	39	29	42	41	63	31	54	36	60	71	37	18	40
ENSG00000103023	PRSS54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103024	NME3	317	254	487	298	761	284	684	220	357	274	567	424	308	251	278
ENSG00000103034	NDRG4	163	182	162	136	241	130	159	142	161	114	210	342	95	132	87
ENSG00000103035	PSMD7	596	387	621	595	1375	589	969	532	707	627	831	1441	439	619	431
ENSG00000103037	SETD6	135	101	118	109	227	73	109	72	123	90	146	343	84	112	98
ENSG00000103042	SLC38A7	191	279	222	176	165	148	142	225	243	159	272	193	173	125	146
ENSG00000103043	VAC14	437	774	462	333	685	410	452	509	374	247	514	617	337	300	322
ENSG00000103044	HAS3	12	2	19	3	26	11	9	11	7	2	13	15	5	3	13
ENSG00000103047	TANGO6	102	64	54	62	168	34	81	63	79	83	93	167	47	75	73
ENSG00000103051	COG4	676	643	587	670	1668	387	679	573	704	624	629	1351	355	693	333
ENSG00000103056	SMPD3	18	5	11	18	24	27	16	9	9	19	20	28	8	8	22
ENSG00000103061	SLC7A6OS	66	57	88	52	148	64	81	53	69	65	106	212	48	74	55
ENSG00000103064	SLC7A6	190	236	153	141	337	137	200	190	194	173	206	295	116	160	130
ENSG00000103066	PLA2G15	118	185	190	101	135	97	136	82	162	105	183	211	85	70	112
ENSG00000103067	ESRP2	954	1476	932	808	996	584	784	1103	963	775	934	1497	582	782	484
ENSG00000103089	FA2H	100	205	70	71	157	68	61	106	73	57	97	179	64	92	32
ENSG00000103091	WDR59	387	585	370	314	377	233	334	368	358	268	446	547	240	267	199
ENSG00000103111	MON1B	274	413	239	279	486	201	210	372	332	203	268	581	188	272	129
ENSG00000103121	CMC2	181	88	178	209	524	169	236	146	219	227	267	671	152	254	152
ENSG00000103126	AXIN1	492	441	1109	294	1027	682	1026	392	498	313	1210	1433	730	418	526
ENSG00000103145	HCFC1R1	213	271	193	196	339	84	141	301	232	213	238	355	142	160	110
ENSG00000103148	NPRL3	141	221	137	109	242	117	141	166	131	103	130	223	97	119	86
ENSG00000103150	MLYCD	279	421	346	226	462	293	257	321	327	217	320	610	233	197	231
ENSG00000103152	MPG	279	499	330	239	671	250	415	375	280	261	419	541	271	221	253
ENSG00000103154	NECAB2	8	22	15	5	9	21	4	13	6	1	31	29	11	10	8
ENSG00000103160	HSDL1	460	263	602	369	920	425	810	266	444	431	823	911	438	389	424
ENSG00000103168	TAF1C	345	591	395	274	607	288	425	475	443	326	437	891	305	287	277
ENSG00000103174	NAGPA	107	123	134	100	332	99	157	137	127	97	185	277	102	140	98
ENSG00000103175	WFDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103184	SEC14L5	6	0	5	0	7	4	0	8	10	5	4	0	8	1	3
ENSG00000103187	COTL1	118	176	131	131	274	89	121	170	96	96	136	349	89	136	75
ENSG00000103194	USP10	1119	1478	1002	1013	1803	820	986	1299	1090	953	1120	2345	663	1150	593
ENSG00000103196	CRISPLD2	79	133	94	37	139	58	155	85	92	69	130	121	76	63	55
ENSG00000103197	TSC2	519	998	674	449	711	472	758	604	515	349	777	781	459	290	359
ENSG00000103199	ZNF500	132	160	196	115	369	156	179	106	179	142	235	324	148	157	116
ENSG00000103200		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103202	NME4	560	692	443	497	866	256	324	669	547	400	464	873	308	452	201
ENSG00000103222	ABCC1	202	315	408	212	218	283	409	324	226	176	299	423	264	172	203
ENSG00000103226	NOMO3	76	82	81	50	42	54	45	57	62	41	85	51	52	39	37
ENSG00000103227	LMF1	82	81	85	86	157	81	106	127	119	61	106	161	65	58	58
ENSG00000103241	FOXF1	0	0	0	0	0	1	0	1	0	0	2	0	0	1	2
ENSG00000103245	CIAO3	268	225	328	274	725	259	411	177	339	262	385	639	270	297	277
ENSG00000103248	MTHFSD	194	250	191	187	272	139	160	186	204	120	152	311	117	138	111
ENSG00000103249	CLCN7	201	338	432	223	305	332	371	217	232	164	437	324	317	143	252
ENSG00000103253	HAGHL	324	281	456	288	496	348	474	219	289	295	542	575	308	233	307
ENSG00000103254	ANTKMT	126	57	145	160	363	119	167	86	183	118	136	293	124	128	143
ENSG00000103257	SLC7A5	4815	8702	7743	4812	7942	5407	7347	7193	5638	4334	7619	6879	6077	3327	4011
ENSG00000103260	METRN	510	540	833	420	1277	586	706	584	548	442	974	1082	634	461	466
ENSG00000103264	FBXO31	317	379	417	262	469	298	464	253	299	222	472	584	313	255	263
ENSG00000103266	STUB1	336	232	504	276	573	315	487	258	382	262	535	701	341	302	295
ENSG00000103269	RHBDL1	21	24	32	10	28	31	35	13	20	13	29	41	15	13	43
ENSG00000103274	NUBP1	101	40	92	93	229	58	119	84	98	122	100	219	53	121	70
ENSG00000103275	UBE2I	396	637	383	320	449	326	353	379	386	255	429	748	345	373	276
ENSG00000103310	ZP2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103313	MEFV	0	4	6	0	0	1	6	0	0	1	0	0	2	1	2
ENSG00000103316	CRYM	2	0	2	1	4	4	3	3	2	1	11	6	3	6	1
ENSG00000103319	EEF2K	378	629	507	296	618	291	439	364	489	275	605	1005	345	305	255
ENSG00000103326	CAPN15	298	485	725	350	757	546	597	500	282	277	630	936	458	358	448
ENSG00000103335	PIEZO1	2819	4080	3806	1946	3592	2065	2798	2571	3479	1787	4265	4031	2911	1617	1699
ENSG00000103342	GSPT1	1849	1546	1861	1703	3754	1601	2278	1776	1999	1581	2486	4798	1332	1721	1311
ENSG00000103343	ZNF174	115	175	169	111	257	135	201	135	123	89	183	214	118	112	85
ENSG00000103351	CLUAP1	138	109	90	129	152	85	137	84	101	107	116	234	64	110	79
ENSG00000103353	UBFD1	1078	1378	1233	826	2007	913	1194	1091	1142	834	1384	1981	796	889	651
ENSG00000103355	PRSS33	3	0	0	1	0	1	0	0	0	0	2	0	0	0	0
ENSG00000103356	EARS2	660	765	648	662	1702	434	825	796	809	577	708	1498	432	677	463
ENSG00000103363	ELOB	1176	1593	1124	1260	2868	804	1419	1226	1306	1124	1419	2054	757	983	716
ENSG00000103365	GGA2	378	389	301	286	398	244	295	292	362	236	308	738	265	345	204
ENSG00000103375	AQP8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000103381	CPPED1	236	137	146	154	77	71	134	180	208	160	135	252	57	138	59
ENSG00000103404	USP31	326	381	534	196	405	391	572	293	322	225	490	572	296	294	288
ENSG00000103415	HMOX2	726	830	1005	767	1657	744	1216	717	782	734	1191	1948	738	669	755
ENSG00000103423	DNAJA3	770	631	929	749	1688	656	861	722	877	722	1053	2083	609	858	573
ENSG00000103426	CORO7-PAM16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103429	BFAR	512	413	535	437	798	397	609	447	477	458	659	844	358	440	370
ENSG00000103449	SALL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103460	TOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103472	RRN3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103479	RBL2	908	727	1022	657	1184	560	721	560	1107	820	1149	1441	694	553	458
ENSG00000103485	QPRT	934	1071	806	593	1026	393	625	683	1025	643	804	830	512	378	344
ENSG00000103489	XYLT1	17	42	23	12	20	25	13	25	31	17	28	28	15	12	16
ENSG00000103490	PYCARD	193	325	159	165	394	115	224	218	227	199	198	384	137	168	118
ENSG00000103494	RPGRIP1L	45	16	42	47	107	33	86	27	38	43	42	154	27	39	33
ENSG00000103495	MAZ	345	479	677	354	757	493	585	435	279	284	654	589	474	436	334
ENSG00000103496	STX4	151	63	113	144	137	123	196	116	142	123	158	192	103	93	124
